"@timestamp",corp,path,query,msec
"May 11, 2022 @ 10:35:01.135","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272038%27%20AND%20invoiceStatementNumber%3C%272039%27&showTotalMatched=true&uniqueCallId=f2c755e8-bbfc-4102-bde7-9c8e63c7c303","120,402"
"May 11, 2022 @ 10:35:01.124","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%27203%27%20AND%20invoiceStatementNumber%3C%27204%27&showTotalMatched=true&uniqueCallId=af810ce7-08dc-42ab-a187-0e36698b5422","120,825"
"May 11, 2022 @ 09:15:30.120","13,408","/2z16v4/query/InvoiceStatement","fields=id%2Cstatus%2CdateAdded%2CinvoiceStatementDate%2CbillingProfile%2CclientCorporation%2Csubtotal%2Ctotal%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CinvoiceTerm%2CbillingPeriodEndDate%2CbillingAttention%2CbillingCorporateUser%2CinvoiceStatementNumber%2CisFinalized%2CinvoiceStatementType&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27e%27%20AND%20clientCorporation.name%3C%27f%27&showTotalMatched=true&uniqueCallId=c23a1205-a0d7-4ee1-ba30-55ee82f2abc9","120,578"
"May 11, 2022 @ 09:13:30.448","13,408","/2z16v4/query/InvoiceStatement","fields=id%2Cstatus%2CdateAdded%2CinvoiceStatementDate%2CbillingProfile%2CclientCorporation%2Csubtotal%2Ctotal%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CinvoiceTerm%2CbillingPeriodEndDate%2CbillingAttention%2CbillingCorporateUser%2CinvoiceStatementNumber%2CisFinalized%2CinvoiceStatementType&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27e%27%20AND%20clientCorporation.name%3C%27f%27&showTotalMatched=true&uniqueCallId=c23a1205-a0d7-4ee1-ba30-55ee82f2abc9","120,839"
"May 11, 2022 @ 08:35:52.451","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=25&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%27203%27%20AND%20invoiceStatementNumber%3C%27204%27&showTotalMatched=true&uniqueCallId=ec9ee3c1-2494-4feb-903f-bba26d7d46f7","120,635"
"May 11, 2022 @ 08:33:52.347","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=25&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%27203%27%20AND%20invoiceStatementNumber%3C%27204%27&showTotalMatched=true&uniqueCallId=ec9ee3c1-2494-4feb-903f-bba26d7d46f7","120,580"
"May 11, 2022 @ 08:31:21.668","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=25&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%2720387%27%20AND%20invoiceStatementNumber%3C%2720388%27&showTotalMatched=true&uniqueCallId=e1ffca95-17b3-4ffb-8f52-b301f603cc84","85,891"
"May 11, 2022 @ 07:59:11.389","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CbillingPeriodEndDate%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=50&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27ht%27%20AND%20clientCorporation.name%3C%27hu%27&showTotalMatched=true&uniqueCallId=01d6cc9c-bc18-4425-8475-093a15d0c998","120,423"
"May 11, 2022 @ 07:57:34.676","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CbillingPeriodEndDate%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=50&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27ht%27%20AND%20clientCorporation.name%3C%27hu%27&showTotalMatched=true&uniqueCallId=f478c24c-74b3-4cf7-8b73-989de41bd1ca","120,399"
"May 11, 2022 @ 07:57:14.278","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CbillingPeriodEndDate%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=50&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27ht%27%20AND%20clientCorporation.name%3C%27hu%27&showTotalMatched=true&uniqueCallId=18271ff9-a72b-4b18-81de-3435beabfd37","120,497"
"May 11, 2022 @ 07:57:11.544","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CbillingPeriodEndDate%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=50&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27ht%27%20AND%20clientCorporation.name%3C%27hu%27&showTotalMatched=true&uniqueCallId=01d6cc9c-bc18-4425-8475-093a15d0c998","120,592"
"May 11, 2022 @ 07:57:11.464","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CbillingPeriodEndDate%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=50&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27ht%27%20AND%20clientCorporation.name%3C%27hu%27&showTotalMatched=true&uniqueCallId=01d6cc9c-bc18-4425-8475-093a15d0c998","120,503"
"May 11, 2022 @ 07:55:34.839","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CbillingPeriodEndDate%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=50&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27ht%27%20AND%20clientCorporation.name%3C%27hu%27&showTotalMatched=true&uniqueCallId=f478c24c-74b3-4cf7-8b73-989de41bd1ca","120,568"
"May 11, 2022 @ 07:55:34.732","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CbillingPeriodEndDate%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=50&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27ht%27%20AND%20clientCorporation.name%3C%27hu%27&showTotalMatched=true&uniqueCallId=f478c24c-74b3-4cf7-8b73-989de41bd1ca","120,455"
"May 11, 2022 @ 07:55:11.733","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CbillingPeriodEndDate%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=50&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27ht%27%20AND%20clientCorporation.name%3C%27hu%27&showTotalMatched=true&uniqueCallId=01d6cc9c-bc18-4425-8475-093a15d0c998","120,781"
"May 11, 2022 @ 07:53:34.711","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CbillingPeriodEndDate%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=50&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27ht%27%20AND%20clientCorporation.name%3C%27hu%27&showTotalMatched=true&uniqueCallId=f478c24c-74b3-4cf7-8b73-989de41bd1ca","120,438"
"May 11, 2022 @ 07:32:45.271","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Ctotal%2CclientCorporation%2CbillingPeriodEndDate%2CdeliveryStatus%2CbillingProfile%2CisFinalized%2CinvoiceStatementType%2Cstatus&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27steris%27%20AND%20clientCorporation.name%3C%27sterit%27%20AND%20invoiceStatementNumber%3E%3D%27203%27%20AND%20invoiceStatementNumber%3C%27204%27&showTotalMatched=true&uniqueCallId=4eec9ad4-effd-4dbc-aca9-ffb65f904222","63,676"
"May 11, 2022 @ 07:30:39.947","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Ctotal%2CclientCorporation%2CbillingPeriodEndDate%2CdeliveryStatus%2CbillingProfile%2CisFinalized%2CinvoiceStatementType%2Cstatus&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27steris%27%20AND%20clientCorporation.name%3C%27sterit%27&showTotalMatched=true&uniqueCallId=a9808708-5c2b-42c9-8e95-989e4f8eb412","69,276"
"May 11, 2022 @ 07:13:33.470","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Ctotal%2CclientCorporation%2CbillingPeriodEndDate%2CdeliveryStatus%2CbillingProfile%2CisFinalized%2CinvoiceStatementType%2Cstatus&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27steris%27%20AND%20clientCorporation.name%3C%27sterit%27&showTotalMatched=true&uniqueCallId=7b1d0548-c064-4da8-9273-410fba2d663e","66,685"
"May 11, 2022 @ 06:53:11.235","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%2720%27%20AND%20invoiceStatementNumber%3C%2721%27&showTotalMatched=true&uniqueCallId=d9c77ccb-1a80-4ae4-99b4-001b9a8ee964","120,994"
"May 11, 2022 @ 06:53:10.742","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272%27%20AND%20invoiceStatementNumber%3C%273%27&showTotalMatched=true&uniqueCallId=deac1b3c-9d26-4fd9-b03d-9ee0dfe530a7","121,038"
"May 11, 2022 @ 06:51:11.619","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%2720%27%20AND%20invoiceStatementNumber%3C%2721%27&showTotalMatched=true&uniqueCallId=d9c77ccb-1a80-4ae4-99b4-001b9a8ee964","121,380"
"May 11, 2022 @ 06:51:11.483","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%2720%27%20AND%20invoiceStatementNumber%3C%2721%27&showTotalMatched=true&uniqueCallId=d9c77ccb-1a80-4ae4-99b4-001b9a8ee964","121,246"
"May 11, 2022 @ 06:51:11.174","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272%27%20AND%20invoiceStatementNumber%3C%273%27&showTotalMatched=true&uniqueCallId=deac1b3c-9d26-4fd9-b03d-9ee0dfe530a7","121,472"
"May 11, 2022 @ 06:51:10.883","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272%27%20AND%20invoiceStatementNumber%3C%273%27&showTotalMatched=true&uniqueCallId=deac1b3c-9d26-4fd9-b03d-9ee0dfe530a7","121,179"
"May 11, 2022 @ 06:49:11.299","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%2720%27%20AND%20invoiceStatementNumber%3C%2721%27&showTotalMatched=true&uniqueCallId=d9c77ccb-1a80-4ae4-99b4-001b9a8ee964","121,062"
"May 11, 2022 @ 06:49:10.786","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272%27%20AND%20invoiceStatementNumber%3C%273%27&showTotalMatched=true&uniqueCallId=deac1b3c-9d26-4fd9-b03d-9ee0dfe530a7","121,085"
"May 11, 2022 @ 06:40:24.481","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272%27%20AND%20invoiceStatementNumber%3C%273%27&showTotalMatched=true&uniqueCallId=9827c86b-5490-4a64-a031-c6c5b57bfc06","121,014"
"May 11, 2022 @ 06:38:24.642","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272%27%20AND%20invoiceStatementNumber%3C%273%27&showTotalMatched=true&uniqueCallId=9827c86b-5490-4a64-a031-c6c5b57bfc06","121,182"
"May 11, 2022 @ 06:38:24.627","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272%27%20AND%20invoiceStatementNumber%3C%273%27&showTotalMatched=true&uniqueCallId=9827c86b-5490-4a64-a031-c6c5b57bfc06","121,161"
"May 11, 2022 @ 06:36:24.495","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Cstatus%2CinvoiceStatementType%2CinvoiceStatementDate%2Csubtotal%2Ctotal%2CclientCorporation%2CbillingProfile%2CinvoiceTerm%2CbillingPeriodEndDate%2CdateAdded%2CbillingAttention%2CbillingClientContact%2CbillingCorporateUser%2CgeneralLedgerExportStatusLookup%2CdeliveryStatus%2CemailErrorReason%2CdeliveryMethodLookup%2CinvoiceStatementFinalizedDate%2CcreditOfInvoiceStatement%2CdateLastModified%2CisFinalized&orderBy=-dateAdded&start=0&count=250&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272%27%20AND%20invoiceStatementNumber%3C%273%27&showTotalMatched=true&uniqueCallId=9827c86b-5490-4a64-a031-c6c5b57bfc06","121,034"
"May 11, 2022 @ 05:54:17.881","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Ctotal%2CclientCorporation%2CbillingPeriodEndDate%2CdeliveryStatus%2CbillingProfile%2CisFinalized%2CinvoiceStatementType%2Cstatus&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272037%27%20AND%20invoiceStatementNumber%3C%272038%27&showTotalMatched=true&uniqueCallId=48432b9a-03b4-4840-87d2-7b7f63e4f928","120,338"
"May 11, 2022 @ 05:53:06.805","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Ctotal%2CclientCorporation%2CbillingPeriodEndDate%2CdeliveryStatus%2CbillingProfile%2CisFinalized%2CinvoiceStatementType%2Cstatus&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20clientCorporation.name%3E%3D%27steris%27%20AND%20clientCorporation.name%3C%27sterit%27&showTotalMatched=true&uniqueCallId=003f858c-8607-44ad-9661-4b131ec2ec0c","68,833"
"May 11, 2022 @ 05:52:17.873","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Ctotal%2CclientCorporation%2CbillingPeriodEndDate%2CdeliveryStatus%2CbillingProfile%2CisFinalized%2CinvoiceStatementType%2Cstatus&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272037%27%20AND%20invoiceStatementNumber%3C%272038%27&showTotalMatched=true&uniqueCallId=48432b9a-03b4-4840-87d2-7b7f63e4f928","120,326"
"May 11, 2022 @ 05:52:17.860","13,408","/2z16v4/query/InvoiceStatement","fields=id%2CinvoiceStatementNumber%2Ctotal%2CclientCorporation%2CbillingPeriodEndDate%2CdeliveryStatus%2CbillingProfile%2CisFinalized%2CinvoiceStatementType%2Cstatus&orderBy=-dateAdded&start=0&count=500&where=id%3E%3D0%20AND%20invoiceStatementNumber%3E%3D%272037%27%20AND%20invoiceStatementNumber%3C%272038%27&showTotalMatched=true&uniqueCallId=48432b9a-03b4-4840-87d2-7b7f63e4f928","120,314"
